canonical_smiles,molregno,standard_relation,standard_value,standard_units
CCCCCCc1nc2c(N)nc3ccccc3c2n1Cc4ccccc4,633520,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4ccccc4,1264905,<,3.000000000000000000000000000000,mL.min-1.g-1
CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O,1147110,<,3.000000000000000000000000000000,mL.min-1.g-1
Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-],410017,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,1354291,<,3.000000000000000000000000000000,mL.min-1.g-1
OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccccc5)nc(SCCC(F)(F)F)nc23,416770,<,3.000000000000000000000000000000,mL.min-1.g-1
Cn1c(nnc1C23CCC(CC2)(CC3)c4noc(n4)c5ccc(F)cc5)c6ccccc6C(F)(F)F,333010,<,3.000000000000000000000000000000,mL.min-1.g-1
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,416764,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc(Nc4ccc(nc4)C(F)(F)F)cn3,1540496,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H](N1CC[C@](CCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4F,1176482,<,3.000000000000000000000000000000,mL.min-1.g-1
O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,1296533,<,3.000000000000000000000000000000,mL.min-1.g-1
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(F)cc2,425081,<,3.000000000000000000000000000000,mL.min-1.g-1
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330765,<,3.000000000000000000000000000000,mL.min-1.g-1
Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@@H](O)CO)c3,340673,<,3.000000000000000000000000000000,mL.min-1.g-1
ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,305336,<,3.000000000000000000000000000000,mL.min-1.g-1
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(F)cc4,305171,<,3.000000000000000000000000000000,mL.min-1.g-1
Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,340687,<,3.000000000000000000000000000000,mL.min-1.g-1
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330766,<,3.000000000000000000000000000000,mL.min-1.g-1
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,351181,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,318303,<,3.000000000000000000000000000000,mL.min-1.g-1
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,1343298,<,3.000000000000000000000000000000,mL.min-1.g-1
CNC(=O)Cc1ccc2C(=O)C=C(Nc2c1)c3cccnc3,1060617,<,3.000000000000000000000000000000,mL.min-1.g-1
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cncs5)ccc4C,1343299,<,3.000000000000000000000000000000,mL.min-1.g-1
CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,424776,<,3.000000000000000000000000000000,mL.min-1.g-1
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330762,<,3.000000000000000000000000000000,mL.min-1.g-1
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,27111,<,3.000000000000000000000000000000,mL.min-1.g-1
CNC(=O)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,1264902,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,1264917,<,3.000000000000000000000000000000,mL.min-1.g-1
CN(c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,1147097,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,2247,<,3.000000000000000000000000000000,mL.min-1.g-1
C(=C\c1nn[nH]n1)/c2ccccc2,434992,<,3.000000000000000000000000000000,mL.min-1.g-1
CCS(=O)(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O,1264926,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)CSCC(=O)Nc1nc(cs1)c2ccc(F)cc2,1338642,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,117758,<,3.000000000000000000000000000000,mL.min-1.g-1
Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,32842,<,3.000000000000000000000000000000,mL.min-1.g-1
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,16510,<,3.000000000000000000000000000000,mL.min-1.g-1
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,252767,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)COc1ccc(Br)cc1c2ccccc2,1147080,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc(cc1c2cc(ccc2OCC(=O)O)C(F)(F)F)C#N,1147100,<,3.000000000000000000000000000000,mL.min-1.g-1
CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccccc4Cl,712918,<,3.000000000000000000000000000000,mL.min-1.g-1
CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(cc23)C(F)(F)F)cc1,1264925,<,3.000000000000000000000000000000,mL.min-1.g-1
CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,116848,<,3.000000000000000000000000000000,mL.min-1.g-1
CCC(CCNC)Oc1cc(Cl)ccc1C#N,1152799,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C,1263742,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)COc1ccc(Cl)cc1CN2CCC(CC2)S(=O)(=O)c3ccccc3,1077528,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c3ccccc3,1077546,<,3.000000000000000000000000000000,mL.min-1.g-1
COc1cccc(Oc2cncnc2O)c1,3489,<,3.000000000000000000000000000000,mL.min-1.g-1
CC1CN(CCN1Cc2cc(Cl)ccc2OCC(=O)O)S(=O)(=O)c3ccccc3,1077534,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc3ccccc3,1077537,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(F)c(F)c4,1430540,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3cccc(Cl)c3,1077542,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3ccc(cc3n1CC(=O)O)S(=O)(=O)C,1264896,<,3.000000000000000000000000000000,mL.min-1.g-1
OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl,440263,<,3.000000000000000000000000000000,mL.min-1.g-1
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,126356,<,3.000000000000000000000000000000,mL.min-1.g-1
NCC[C@@H](Oc1ccc(Cl)cc1C#N)c2ccccc2,1152979,<,3.000000000000000000000000000000,mL.min-1.g-1
COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1264911,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3,1077526,<,3.000000000000000000000000000000,mL.min-1.g-1
CCCC1CCCCC(=N1)N,668709,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1,1425373,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3,1077549,<,3.000000000000000000000000000000,mL.min-1.g-1
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)c4nccc5ccccc45,354956,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)c1cccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)c1,1425372,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Oc2ccc(Cl)cc2)c3cc(F)ccc3n1CC(=O)O,1264921,<,3.000000000000000000000000000000,mL.min-1.g-1
CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2,1152875,<,3.000000000000000000000000000000,mL.min-1.g-1
CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,321952,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)COc1ccc(cc1c2ccccc2c3ccccc3)C(F)(F)F,1147094,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc3ccccc3,68916,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,1430536,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc3ccccc3,1077548,<,3.000000000000000000000000000000,mL.min-1.g-1
CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,1343531,<,3.000000000000000000000000000000,mL.min-1.g-1
CN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13,434468,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc3ccc(Cl)cc3,1077547,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)CCc1ccc(OCc2cccc(Br)c2)cc1,1144289,<,3.000000000000000000000000000000,mL.min-1.g-1
CN(C)c1ccnc2sc(C(=O)N)c(N)c12,833592,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)C(N1CCO[C@@H](CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4,1425357,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc2c(c1)c(Sc3ccccc3Cl)c(C)n2CC(=O)O,1264909,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1430513,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc2c(c1)c(Sc3ccccc3)c(CC(=O)O)n2C,844055,<,3.000000000000000000000000000000,mL.min-1.g-1
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C,1343297,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1nccn1CCC(C(=O)N)(c2ccccc2)c3ccccc3,80299,<,3.000000000000000000000000000000,mL.min-1.g-1
Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4cccc(c4)C#N)cc1Cl,1430534,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,1425321,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3cc(F)ccc3n1CC(=O)O,1264892,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4)CC2,1425318,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,1264889,<,3.000000000000000000000000000000,mL.min-1.g-1
COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,184393,<,3.000000000000000000000000000000,mL.min-1.g-1
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,1522570,<,3.000000000000000000000000000000,mL.min-1.g-1
Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)Cc4ccccc4)cc1Cl,1430707,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,1264891,<,3.000000000000000000000000000000,mL.min-1.g-1
NS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1446925,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(F)ccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,1264893,<,3.000000000000000000000000000000,mL.min-1.g-1
Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)C5=NOC(=O)N5)cc1Cl,1430515,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425310,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)c1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425364,<,3.000000000000000000000000000000,mL.min-1.g-1
CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,633746,<,3.000000000000000000000000000000,mL.min-1.g-1
Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,338683,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1c(Sc2ccc(Cl)cc2)c3ccc(Cl)cc3n1CC(=O)O,1264890,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,1425320,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1cc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,1425322,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)C(N1CCCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4,1425356,<,3.000000000000000000000000000000,mL.min-1.g-1
OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4Cl)CC2,1425319,<,3.000000000000000000000000000000,mL.min-1.g-1
Cc1ccc(cc1NC(=O)c2cnn(c2N)c3ccccc3F)C(=O)Nc4ccon4,717165,<,3.000000000000000000000000000000,mL.min-1.g-1
C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13,436928,<,3.000000000000000000000000000000,mL.min-1.g-1
CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330875,<,3.000000000000000000000000000000,mL.min-1.g-1
