NAME,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90
1420528,19.74,4.32,neutral,neutral,neutral
349907,13.42,6.64,basic,neutral,neutral
956495,,5.07,neutral,neutral,neutral
242716,10.12,9.4,basic,basic,basic
1263732,3.79,2.15,acidic,acidic,acidic
1520814,5.29,7.03,zwiterionic,acidic,acidic
25033,14.71,6.84,basic,neutral,neutral
1263731,3.78,1.18,acidic,acidic,acidic
1263722,3.9,1.63,acidic,acidic,acidic
1161725,7.35,9.32,zwiterionic,zwiterionic,basic
1263537,3.78,1.18,acidic,acidic,acidic
1060495,7.8,1.44,acidic,neutral,neutral
805117,15.03,5.62,neutral,neutral,neutral
847762,7.76,-1.56,acidic,neutral,neutral
1059122,,2.13,neutral,neutral,neutral
173587,11.77,10.19,basic,basic,basic
1265532,11.91,6.71,basic,neutral,neutral
339154,14.8,2.62,neutral,neutral,neutral
1276663,6.96,9.58,zwiterionic,zwiterionic,basic
1142772,11.18,4.97,neutral,neutral,neutral
1278550,6.97,9.75,zwiterionic,zwiterionic,basic
1529232,16.49,3.96,neutral,neutral,neutral
350046,10.02,2.52,neutral,neutral,neutral
437955,,6.08,basic,neutral,neutral
1149782,14.78,6.74,basic,neutral,neutral
1265536,11.15,6.71,basic,neutral,neutral
1265526,,6.71,basic,neutral,neutral
65605,,8.73,basic,basic,basic
395337,14.16,2.61,neutral,neutral,neutral
563472,3.98,2.61,acidic,acidic,acidic
1265503,16.71,6.71,basic,neutral,neutral
330854,19.7,9.41,basic,basic,basic
239500,11.39,8.09,basic,basic,neutral
237999,,2.66,neutral,neutral,neutral
723747,9.22,-1.08,neutral,neutral,neutral
29890,4.0,-2.08,acidic,acidic,acidic
1442581,4.08,-1.9,acidic,acidic,acidic
913495,18.69,-1.98,neutral,neutral,neutral
559990,13.06,10.35,basic,basic,basic
1165513,6.97,10.15,zwiterionic,zwiterionic,basic
215509,13.6,-1.01,neutral,neutral,neutral
1165509,6.98,9.42,zwiterionic,zwiterionic,basic
1020780,11.25,-4.72,neutral,neutral,neutral
775216,12.59,-2.62,neutral,neutral,neutral
997193,19.58,9.91,basic,basic,basic
561750,13.92,8.39,basic,basic,basic
1265515,,6.71,basic,neutral,neutral
684958,16.35,7.57,basic,basic,neutral
1263719,3.77,1.13,acidic,acidic,acidic
558198,13.04,8.72,basic,basic,basic
1208697,14.67,-1.4,neutral,neutral,neutral
432165,11.5,3.49,neutral,neutral,neutral
315735,13.04,3.32,neutral,neutral,neutral
1165514,6.97,10.13,zwiterionic,zwiterionic,basic
1165506,6.98,9.08,zwiterionic,zwiterionic,basic
473644,10.13,5.27,neutral,neutral,neutral
1525554,14.87,5.1,neutral,neutral,neutral
518015,14.33,-2.68,neutral,neutral,neutral
881909,18.76,0.62,neutral,neutral,neutral
1265513,,6.71,basic,neutral,neutral
712273,12.87,4.89,neutral,neutral,neutral
732246,18.71,1.67,neutral,neutral,neutral
217337,12.84,8.54,basic,basic,basic
561827,12.2,7.45,basic,basic,neutral
1265509,,6.88,basic,neutral,neutral
1161723,7.35,9.32,zwiterionic,zwiterionic,basic
2819,3.22,-4.96,acidic,acidic,acidic
310013,15.04,4.82,neutral,neutral,neutral
889160,,0.52,neutral,neutral,neutral
565168,6.48,-1.09,acidic,acidic,neutral
1267658,,6.71,basic,neutral,neutral
453570,19.47,-6.64,neutral,neutral,neutral
518079,12.57,8.6,basic,basic,basic
77089,10.42,5.69,neutral,neutral,neutral
1446929,11.5,8.11,basic,basic,neutral
1337281,14.56,1.75,neutral,neutral,neutral
1448178,14.55,10.32,basic,basic,basic
1267660,,6.71,basic,neutral,neutral
9895,13.22,5.28,neutral,neutral,neutral
1528798,14.0,6.76,basic,neutral,neutral
303120,10.84,8.67,basic,basic,basic
1263538,3.78,1.18,acidic,acidic,acidic
959967,,-7.23,neutral,neutral,neutral
19569,13.2,9.02,basic,basic,basic
1530485,11.53,5.45,neutral,neutral,neutral
1170414,14.01,8.1,basic,basic,neutral
429350,13.59,5.79,neutral,neutral,neutral
1442757,14.87,6.06,basic,neutral,neutral
1032346,11.64,1.08,neutral,neutral,neutral
700180,7.85,9.58,zwiterionic,basic,basic
849542,,4.79,neutral,neutral,neutral
1265521,,6.71,basic,neutral,neutral
611480,3.34,8.05,zwiterionic,zwiterionic,acidic
1265529,,6.71,basic,neutral,neutral
316032,13.06,3.32,neutral,neutral,neutral
473239,,2.52,neutral,neutral,neutral
958665,,2.84,neutral,neutral,neutral
517898,14.55,-2.68,neutral,neutral,neutral
1278548,6.97,9.64,zwiterionic,zwiterionic,basic
1421070,13.89,1.6,neutral,neutral,neutral
24969,12.5,-0.59,neutral,neutral,neutral
213857,11.85,3.04,neutral,neutral,neutral
746274,10.74,-0.41,neutral,neutral,neutral
645053,15.03,9.37,basic,basic,basic
345131,14.82,-1.74,neutral,neutral,neutral
1448187,11.27,5.89,neutral,neutral,neutral
128645,7.33,8.49,zwiterionic,zwiterionic,basic
305105,,9.42,basic,basic,basic
1530012,16.66,6.23,basic,neutral,neutral
1430660,12.45,8.63,basic,basic,basic
349658,13.42,2.13,neutral,neutral,neutral
672285,13.25,4.82,neutral,neutral,neutral
1231909,15.17,5.6,neutral,neutral,neutral
592243,,3.05,neutral,neutral,neutral
1420529,19.74,5.1,neutral,neutral,neutral
3599,,7.62,basic,basic,neutral
134239,,-0.02,neutral,neutral,neutral
950552,,-0.97,neutral,neutral,neutral
662916,8.89,6.64,basic,neutral,neutral
769217,9.19,0.87,neutral,neutral,neutral
1263739,4.96,-0.79,acidic,acidic,acidic
105181,11.22,0.57,neutral,neutral,neutral
357557,18.37,4.19,neutral,neutral,neutral
14221,14.32,5.18,neutral,neutral,neutral
1370607,12.58,5.58,neutral,neutral,neutral
167995,11.43,6.78,basic,neutral,neutral
1430481,12.46,3.92,neutral,neutral,neutral
1370368,13.49,5.58,neutral,neutral,neutral
517900,14.34,-2.68,neutral,neutral,neutral
1428099,11.61,6.2,basic,neutral,neutral
1219,,9.68,basic,basic,basic
1176576,2.85,-6.33,acidic,acidic,acidic
438792,10.13,9.42,basic,basic,basic
410802,7.17,5.96,acidic,acidic,neutral
568350,13.35,0.93,neutral,neutral,neutral
1147086,3.78,-4.91,acidic,acidic,acidic
1263726,4.48,1.3,acidic,acidic,acidic
1011491,10.68,0.35,neutral,neutral,neutral
1370242,11.62,6.53,basic,neutral,neutral
668275,10.35,-4.83,neutral,neutral,neutral
1161726,7.35,9.32,zwiterionic,zwiterionic,basic
417522,9.52,7.33,basic,neutral,neutral
518016,14.07,-2.68,neutral,neutral,neutral
373271,10.86,4.13,neutral,neutral,neutral
558140,15.22,2.82,neutral,neutral,neutral
1161724,7.35,9.32,zwiterionic,zwiterionic,basic
370782,14.8,5.64,neutral,neutral,neutral
1442756,16.13,-5.05,neutral,neutral,neutral
419596,19.44,-6.63,neutral,neutral,neutral
1376110,15.92,4.33,neutral,neutral,neutral
853180,11.24,-2.06,neutral,neutral,neutral
1206367,15.1,6.51,basic,neutral,neutral
1033042,13.88,-0.4,neutral,neutral,neutral
1142776,13.19,4.48,neutral,neutral,neutral
578235,13.75,5.44,neutral,neutral,neutral
1263539,3.78,1.18,acidic,acidic,acidic
17169,13.61,8.47,basic,basic,basic
1273600,8.46,2.14,neutral,neutral,neutral
1429397,12.45,8.63,basic,basic,basic
1265645,16.63,6.71,basic,neutral,neutral
1421987,11.62,3.12,neutral,neutral,neutral
469465,9.96,3.2,neutral,neutral,neutral
910401,,6.15,basic,neutral,neutral
1117811,12.56,4.2,neutral,neutral,neutral
1214046,19.7,4.06,neutral,neutral,neutral
1208685,14.47,5.6,neutral,neutral,neutral
1430770,13.32,0.47,neutral,neutral,neutral
1430769,13.32,0.47,neutral,neutral,neutral
1538768,18.71,1.81,neutral,neutral,neutral
1265646,16.2,6.71,basic,neutral,neutral
1530491,11.53,4.75,neutral,neutral,neutral
598402,,4.77,neutral,neutral,neutral
211307,8.87,-0.62,neutral,neutral,neutral
1370456,13.73,6.53,basic,neutral,neutral
724741,14.51,-2.08,neutral,neutral,neutral
1084249,14.51,-2.14,neutral,neutral,neutral
1411876,14.09,6.84,basic,neutral,neutral
517726,14.7,-3.36,neutral,neutral,neutral
1230658,15.18,5.6,neutral,neutral,neutral
1511156,9.22,-0.49,neutral,neutral,neutral
1517395,10.69,-0.18,neutral,neutral,neutral
1332988,10.35,3.24,neutral,neutral,neutral
791414,18.69,3.43,neutral,neutral,neutral
1441086,19.75,-5.58,neutral,neutral,neutral
1517387,11.92,3.58,neutral,neutral,neutral
433360,18.56,-1.92,neutral,neutral,neutral
1163042,16.24,-4.87,neutral,neutral,neutral
63632,,4.41,neutral,neutral,neutral
476532,10.16,8.61,basic,basic,basic
1142778,9.77,2.75,neutral,neutral,neutral
1528797,,6.81,basic,neutral,neutral
1277263,9.18,0.23,neutral,neutral,neutral
1236912,13.63,-4.56,neutral,neutral,neutral
1361096,11.75,2.8,neutral,neutral,neutral
180392,7.36,9.45,zwiterionic,zwiterionic,basic
1280895,19.7,9.58,basic,basic,basic
1024532,10.38,-3.16,neutral,neutral,neutral
438288,,-2.11,neutral,neutral,neutral
1245325,10.38,-3.16,neutral,neutral,neutral
914201,11.11,3.44,neutral,neutral,neutral
674967,10.99,4.07,neutral,neutral,neutral
1280908,19.7,9.37,basic,basic,basic
1379756,15.0,6.27,basic,neutral,neutral
473172,16.07,5.08,neutral,neutral,neutral
437448,12.56,-1.74,neutral,neutral,neutral
999293,14.67,-0.28,neutral,neutral,neutral
1161727,6.96,8.69,zwiterionic,zwiterionic,basic
180606,7.25,8.41,zwiterionic,zwiterionic,basic
558228,13.95,2.28,neutral,neutral,neutral
517825,14.73,-3.81,neutral,neutral,neutral
179635,7.33,8.49,zwiterionic,zwiterionic,basic
29097,9.1,10.17,basic,basic,basic
882380,,6.42,basic,neutral,neutral
517725,14.4,-3.05,neutral,neutral,neutral
910394,9.49,-2.84,neutral,neutral,neutral
1051542,14.08,1.94,neutral,neutral,neutral
1513449,10.33,-1.31,neutral,neutral,neutral
892820,,3.22,neutral,neutral,neutral
345230,,-1.65,neutral,neutral,neutral
216299,13.86,-2.23,neutral,neutral,neutral
216300,13.94,-2.23,neutral,neutral,neutral
1214888,,3.56,neutral,neutral,neutral
231609,9.06,-0.63,neutral,neutral,neutral
851843,14.59,-0.68,neutral,neutral,neutral
172975,,3.49,neutral,neutral,neutral
863768,11.11,0.44,neutral,neutral,neutral
585827,13.66,1.36,neutral,neutral,neutral
1376146,10.86,5.81,neutral,neutral,neutral
1059169,,2.43,neutral,neutral,neutral
111798,4.3,-7.91,acidic,acidic,acidic
437627,10.73,3.74,neutral,neutral,neutral
340939,14.91,4.83,neutral,neutral,neutral
563421,13.37,10.13,basic,basic,basic
1430537,4.29,8.82,zwiterionic,zwiterionic,zwiterionic
1448085,9.72,8.1,basic,basic,neutral
1264915,3.3,-4.84,acidic,acidic,acidic
193962,,-3.87,neutral,neutral,neutral
1343291,14.56,7.6,basic,basic,neutral
1264912,3.68,-7.05,acidic,acidic,acidic
448388,10.2,8.68,basic,basic,basic
395375,14.83,3.12,neutral,neutral,neutral
953246,14.87,0.7,neutral,neutral,neutral
34094,10.12,9.4,basic,basic,basic
675286,11.53,-4.32,neutral,neutral,neutral
1241099,10.35,-4.3,neutral,neutral,neutral
111185,3.59,7.42,zwiterionic,zwiterionic,acidic
1425375,1.79,10.59,zwiterionic,zwiterionic,zwiterionic
27588,13.68,9.62,basic,basic,basic
1165561,6.97,9.73,zwiterionic,zwiterionic,basic
1425312,1.86,10.65,zwiterionic,zwiterionic,zwiterionic
1152837,,9.77,basic,basic,basic
1147104,3.57,-4.91,acidic,acidic,acidic
560738,3.86,7.09,zwiterionic,acidic,acidic
558931,4.45,3.84,acidic,acidic,acidic
1425311,0.95,10.37,zwiterionic,zwiterionic,zwiterionic
1346497,7.51,-5.05,acidic,neutral,neutral
1332490,5.22,-5.06,acidic,acidic,acidic
446780,5.17,-4.13,acidic,acidic,acidic
27347,13.91,9.57,basic,basic,basic
1153672,7.12,9.55,zwiterionic,zwiterionic,basic
178796,4.21,-2.72,acidic,acidic,acidic
1152838,,9.77,basic,basic,basic
1425333,1.68,10.58,zwiterionic,zwiterionic,zwiterionic
1425332,1.68,10.58,zwiterionic,zwiterionic,zwiterionic
81683,4.04,9.01,zwiterionic,zwiterionic,zwiterionic
2484,5.8,2.17,acidic,acidic,acidic
1271894,3.9,2.64,acidic,acidic,acidic
364875,8.06,-1.53,neutral,neutral,neutral
1077538,3.3,5.94,acidic,acidic,acidic
1425330,1.68,10.58,zwiterionic,zwiterionic,zwiterionic
184420,,7.97,basic,basic,neutral
302297,4.39,,acidic,acidic,acidic
1147092,3.44,-4.91,acidic,acidic,acidic
1263715,5.6,1.2,acidic,acidic,acidic
675704,4.13,4.86,acidic,acidic,acidic
1077540,3.3,5.94,acidic,acidic,acidic
1264898,3.43,,acidic,acidic,acidic
1147101,3.23,-4.91,acidic,acidic,acidic
1147103,3.23,-4.91,acidic,acidic,acidic
355170,4.23,6.11,zwiterionic,acidic,acidic
116949,3.62,5.86,acidic,acidic,acidic
579125,3.32,-0.71,acidic,acidic,acidic
139045,4.0,-0.52,acidic,acidic,acidic
355241,4.42,5.09,acidic,acidic,acidic
1147109,3.13,-4.92,acidic,acidic,acidic
1420975,1.21,-2.51,acidic,acidic,acidic
1147111,3.13,-4.91,acidic,acidic,acidic
416766,12.92,1.11,neutral,neutral,neutral
1280563,3.11,-0.83,acidic,acidic,acidic
51056,4.19,-4.83,acidic,acidic,acidic
89526,11.43,7.35,basic,neutral,neutral
421208,8.09,-2.92,neutral,neutral,neutral
1267645,,6.64,basic,neutral,neutral
1354,14.09,9.67,basic,basic,basic
349224,11.82,1.79,neutral,neutral,neutral
1037716,12.16,1.76,neutral,neutral,neutral
1193187,13.37,9.69,basic,basic,basic
1117887,12.38,6.93,basic,neutral,neutral
1271887,3.97,2.98,acidic,acidic,acidic
1425323,1.65,10.35,zwiterionic,zwiterionic,zwiterionic
2262,,10.47,basic,basic,basic
559874,6.48,-1.27,acidic,acidic,neutral
1077539,3.3,5.95,acidic,acidic,acidic
563501,3.68,-1.22,acidic,acidic,acidic
1148821,14.51,0.7,neutral,neutral,neutral
1342616,11.28,7.76,basic,basic,neutral
559931,13.19,-2.55,neutral,neutral,neutral
1147102,3.23,-4.91,acidic,acidic,acidic
621399,3.38,1.79,acidic,acidic,acidic
1263721,4.86,1.04,acidic,acidic,acidic
1147976,6.48,-1.38,acidic,acidic,neutral
561744,13.19,-2.76,neutral,neutral,neutral
1518523,13.05,3.98,neutral,neutral,neutral
321778,,4.95,neutral,neutral,neutral
678710,2.59,1.38,acidic,acidic,acidic
